Reporter Name,Partner Name,Year,Trade Flow,No Of exported HS6 digit Products,Export Share in Total Products (%),Export (US$ Thousand),Export Partner Share (%),Transaction_ID,Export_Value_USD,Export_Value_Millions,Region,YoY_Growth_Rate,YoY_Growth_Absolute
Rwanda,United Kingdom,2021,Export,87.0,3.88,44741.45,2.86,RW-UNI-2021,44741450.0,44.74145,Europe & Central Asia,51.476612112251566,15204.579999999998
Rwanda,United Kingdom,2022,Export,86.0,3.76,46464.12,2.3,RW-UNI-2022,46464120.0,46.46412,Europe & Central Asia,3.8502775390605537,1722.6700000000055
Rwanda,United States,2018,Export,105.0,5.15,25122.9,2.5,RW-UNI-2018,25122900.0,25.1229,Americas,,
Rwanda,United States,2019,Export,113.0,5.04,12679.42,1.12,RW-UNI-2019,12679420.0,12.67942,Americas,-49.530428413917186,-12443.480000000001
Rwanda,United States,2020,Export,111.0,5.38,22769.0,1.59,RW-UNI-2020,22769000.0,22.769,Americas,79.57446003050612,10089.58
Rwanda,United States,2021,Export,206.0,9.19,28866.78,1.85,RW-UNI-2021,28866780.0,28.86678,Americas,26.781061970222673,6097.779999999999
Rwanda,United States,2022,Export,180.0,7.86,23703.51,1.17,RW-UNI-2022,23703510.0,23.703509999999998,Americas,-17.886546403859384,-5163.27
Rwanda,Uruguay,2018,Export,2.0,0.1,201.02,0.02,RW-URU-2018,201020.0,0.20102,Americas,,
Rwanda,Uruguay,2019,Export,1.0,0.04,90.14,0.01,RW-URU-2019,90140.0,0.09014,Americas,-55.15869067754453,-110.88000000000001
Rwanda,Uzbekistan,2018,Export,1.0,0.05,345.3,0.03,RW-UZB-2018,345300.0,0.3453,Asia & Middle East,,
Rwanda,Uzbekistan,2019,Export,1.0,0.04,244.25,0.02,RW-UZB-2019,244250.0,0.24425,Asia & Middle East,-29.26440776136693,-101.05000000000001
Rwanda,Uzbekistan,2020,Export,1.0,0.05,683.31,0.05,RW-UZB-2020,683310.0,0.68331,Asia & Middle East,179.7584442169908,439.05999999999995
Rwanda,Uzbekistan,2021,Export,1.0,0.04,681.64,0.04,RW-UZB-2021,681640.0,0.68164,Asia & Middle East,-0.24439858922011837,-1.669999999999959
Rwanda,Uzbekistan,2022,Export,2.0,0.09,317.64,0.02,RW-UZB-2022,317640.0,0.31764,Asia & Middle East,-53.40062202922364,-364.0
Rwanda,Vietnam,2018,Export,5.0,0.25,3948.01,0.39,RW-VIE-2018,3948010.0,3.94801,Asia & Middle East,,
Rwanda,Vietnam,2019,Export,3.0,0.13,3636.38,0.32,RW-VIE-2019,3636380.0,3.63638,Asia & Middle East,-7.893343735198243,-311.6300000000001
Rwanda,Vietnam,2020,Export,2.0,0.1,4697.3,0.33,RW-VIE-2020,4697300.0,4.6973,Asia & Middle East,29.175168711740795,1060.92
Rwanda,Vietnam,2021,Export,11.0,0.49,4611.24,0.3,RW-VIE-2021,4611240.0,4.61124,Asia & Middle East,-1.8321163221425185,-86.0600000000004
Rwanda,Vietnam,2022,Export,4.0,0.17,4354.85,0.22,RW-VIE-2022,4354850.0,4.354850000000001,Asia & Middle East,-5.560109645127975,-256.3899999999994
Rwanda,World,2018,Export,2039.0,100.0,1004201.17,100.0,RW- WO-2018,1004201170.0,1004.20117,Other/Regional Grouping,,
Rwanda,World,2019,Export,2240.0,100.0,1131956.07,100.0,RW- WO-2019,1131956070.0,1131.95607,Other/Regional Grouping,12.722042536556689,127754.90000000002
Rwanda,World,2020,Export,2062.0,100.0,1431176.31,100.0,RW- WO-2020,1431176310.0,1431.17631,Other/Regional Grouping,26.433909224056727,299220.24
Rwanda,World,2021,Export,2242.0,100.0,1562504.48,100.0,RW- WO-2021,1562504480.0,1562.50448,Other/Regional Grouping,9.176239788373808,131328.16999999993
Rwanda,World,2022,Export,2289.0,100.0,2019269.8,100.0,RW- WO-2022,2019269800.0,2019.2698,Other/Regional Grouping,29.23289666343869,456765.32000000007
Rwanda,Yemen,2018,Export,1.0,0.05,206.81,0.02,RW-YEM-2018,206810.0,0.20681,Asia & Middle East,,
Rwanda,Yemen,2019,Export,1.0,0.04,189.18,0.02,RW-YEM-2019,189180.0,0.18918000000000001,Asia & Middle East,-8.524732846574146,-17.629999999999995
Rwanda,Yemen,2020,Export,7.0,0.34,174.43,0.01,RW-YEM-2020,174430.0,0.17443,Asia & Middle East,-7.796807273496142,-14.75
Rwanda,Yemen,2021,Export,1.0,0.04,413.73,0.03,RW-YEM-2021,413730.0,0.41373000000000004,Asia & Middle East,137.1897036060311,239.3
Rwanda,Yemen,2022,Export,2.0,0.09,215.58,0.01,RW-YEM-2022,215580.0,0.21558000000000002,Asia & Middle East,-47.89355376694946,-198.15
Rwanda,Zambia,2018,Export,34.0,1.67,477.39,0.05,RW-ZAM-2018,477390.0,0.47739,Africa,,
Rwanda,Zambia,2019,Export,49.0,2.19,657.09,0.06,RW-ZAM-2019,657090.0,0.6570900000000001,Africa,37.64217935021681,179.70000000000005
Rwanda,Zambia,2020,Export,30.0,1.45,405.55,0.03,RW-ZAM-2020,405550.0,0.40555,Africa,-38.28090520324461,-251.54000000000002
Rwanda,Zambia,2021,Export,41.0,1.83,1565.39,0.1,RW-ZAM-2021,1565390.0,1.56539,Africa,285.99186290223156,1159.8400000000001
Rwanda,Zambia,2022,Export,134.0,5.85,3796.48,0.19,RW-ZAM-2022,3796480.0,3.79648,Africa,142.52614364471472,2231.09
Rwanda,Zimbabwe,2018,Export,4.0,0.2,135.54,0.01,RW-ZIM-2018,135540.0,0.13554,Africa,,
Rwanda,Zimbabwe,2019,Export,6.0,0.27,1.51,0.0,RW-ZIM-2019,1510.0,0.00151,Africa,-98.88593773055925,-134.03
Rwanda,Zimbabwe,2020,Export,7.0,0.34,121.89,0.01,RW-ZIM-2020,121890.0,0.12189,Africa,7972.185430463575,120.38
Rwanda,Zimbabwe,2021,Export,13.0,0.58,134.65,0.01,RW-ZIM-2021,134650.0,0.13465,Africa,10.468455164492575,12.760000000000005
Rwanda,Zimbabwe,2022,Export,8.0,0.35,283.56,0.01,RW-ZIM-2022,283560.0,0.28356,Africa,110.59041960638693,148.91
